Name,Comment,Time,Likes,Reply Count
edureka!,Please share your email id with us (it will not be published). We will forward the code to your email address.,2020-06-09T11:32:28Z,0,
Logendher Gunasekaran,What is the use of linear regression and why we using linear regression,2020-06-08T02:34:43Z,0,1
edureka!,Linear regression is a regression analysis technique that is used to determine a relationship between two continuous variables in a dataset. For more on linear regression refer this blog: https://www.edureka.co/blog/linear-regression-in-r/,2020-07-01T18:15:45Z,1,
Vigneshwari,I finally satisfied myself by learning a very useful things.... Tnqqq Tnqqq so much mam,2020-06-07T10:26:11Z,1,0
BalaKrishnan R,Excellent presentation and nice flow. Thank you so much for sharing in YouTube.,2020-06-03T08:57:39Z,8,0
Deep the candle,Thanks a lot.,2020-06-03T04:20:38Z,0,0
Saba Chaudhary,Subscribed:-),2020-06-01T10:25:06Z,1,0
Gyanesh Sahu,Thq so much for Artificial intelligence course,2020-05-23T17:47:28Z,1,0
Uday Anand,I want this pdf,2020-05-23T12:02:38Z,0,1
edureka!,"Hi Uday, there is no pdf document of the video, but you can refer to our AI blog series here: https://www.edureka.co/blog/what-is-artificial-intelligence",2020-08-08T08:30:18Z,0,
ravi misra,Where can I get the code?,2020-05-23T09:41:41Z,0,2
ravi misra,@edureka! thanks but seeing your other videos I could make the code on my own. Excellent videos.,2020-05-28T04:21:35Z,0,
edureka!,Please share your email id with us (it will not be published). We will forward the code to your email address.,2020-05-27T19:08:16Z,0,
Ram Amit,Very interesting.,2020-05-22T07:04:01Z,1,0
shreepada G,"Hi , can you please share data set & code used for this training ?",2020-05-15T07:58:25Z,1,1
edureka!,Please share your email id with us (it will not be published). We will forward the code and dataset to your email address.,2020-05-27T19:18:31Z,0,
Khalil Canady,Learning about the future NOW!!!!,2020-05-14T20:35:12Z,0,0
a ogunnaike,"Thanks guys, keep it up. God bless you guys",2020-05-09T22:57:41Z,1,0
Rahil Kothari,"Incredible work by Edureka....The brief explaination for each and every individual topic was really helpful...
Great work guysss......Keep up the good work...Cheers!!!!",2020-05-05T14:52:39Z,5,0
Haridas Patil,Nice explain,2020-05-05T12:39:01Z,0,0
hardik pithadia,"Amazing , got so much clarity on these topics. Will surely help me during my conversations with clients",2020-05-03T15:39:24Z,6,0
vyshnavi sreekumar,nice,2020-05-03T13:39:53Z,0,0
Muamber Khan,"Assallam o alykum MAM... I am having some errors in my code, can you please provide me the dataset you have used in the video.",2020-05-02T12:09:11Z,0,1
edureka!,Please share your email id with us (it will not be published). We will forward the dataset to your email address.,2020-06-15T18:31:54Z,0,
A M,Good presentation,2020-04-23T17:31:58Z,0,0
Mr Azhar,where to download data sets that are being used in this course?,2020-04-22T08:09:03Z,0,1
edureka!,Please mention your email id (it will not be published). We will forward the dataset to your email address.,2020-04-22T10:20:59Z,0,
Suneetha Sarikonda,Wonderful explanation,2020-04-22T06:10:23Z,0,0
SHEIKH UU,Thanks a lot 👍 mam,2020-04-21T05:06:49Z,0,0
Waleed Mohammed,"So just started this course to gain some knowledge during quarantine. 
It's been 60 mins and totally worth my time. Explaination is on another level. 👍",2020-04-20T16:28:04Z,3,0
SHEIKH UU,interesting and very helpful... thankz a lot,2020-04-20T11:41:24Z,0,0
Dimpi Sajwan,Thank you mam it just an outstanding tutorial,2020-04-17T03:25:37Z,0,0
44 Deepali Patil,Which programming platform must be used for AI??,2020-04-15T15:47:07Z,1,1
edureka!,"To be precise it depends on what problem are you trying to solve using AI. There are 5 programming languages that are widely used in AI - Python, Java, C++, LISP, Prolog",2020-04-21T07:47:51Z,0,
Jagadish Reddy Chada,The trainer is excellent and has done an outstanding job,2020-04-14T17:42:20Z,3,0
Jagadish Reddy Chada,The trainer has done outstanding job,2020-04-14T17:41:11Z,0,0
Bupe Chikumbi,Spending my quarantine learning on AI,2020-04-13T06:25:26Z,754,3
Teresa Jency Bala,me too!,2020-06-10T06:47:59Z,16,
Suku,Same here,2020-05-27T09:25:32Z,14,
Rajat Agarwal,And I am Learning in order to pass my Semester Exam...,2020-05-10T20:14:40Z,39,
Darshan Goswami,such a brilliant way to let ppl understand! amazing teacher and thank you edureka a lot.,2020-04-12T10:41:34Z,3,0
omprakash tiwari,"Thanks, A lot for this knowledgeable tutorial",2020-04-11T08:05:20Z,0,0
Jayesh Mahato,That was a good description of overall Artificial Intelligence.,2020-04-09T14:40:36Z,1,0
Armari Waterworth,Great Video!,2020-04-09T03:39:13Z,1,0
shaikh vicky,"Zulekha, u did brilliant job , u gave ur time and energy to explain AI for the beginner in a professional manner, u wer little quick in explanation but it's all right , keep up the good work, may Allah fulfil ur all desire wish,  ameen. Thanks- UAE",2020-04-08T20:13:19Z,0,0
आराध्या's मराठी vlog,Nice mam,2020-04-08T17:49:27Z,0,0
divya anand,"I am in love with this tutor. Your voice over is literally like you are speaking to me. 
1. Though this is a very lengthy video, i had no problems being glued to the screen for one full hour at a stretch, by this i mean, your SPEECH IS VERY ENGAGING. 
2. Your CONSTANT ASSURANCE that you will be explaining the new terminologies is in the upcoming slides, immediately DESTROYS the the budding DOUBT.
3. The CONTENT of the slides are EASILY UNDERSTANDABLE.
4. The SPEED at which the course is progressing is JUST RIGHT.
5.  The THOUGHT of SUBSCRIBING to your channel and the wish to LEARN whatever on earth from only YOU is occurring multiple times as i am undergoing the course.
Thanks a ton for your effort. It is certainly making the lives of many people easy.",2020-04-08T11:35:06Z,116,0
Ashok Kumar Pandey,Helpful Video Ma'am,2020-04-07T11:33:01Z,1,0
Ali Raza,"Awesome teacher, voice clear easily to understand and sweet soft voice create interest and curiosity in AI.
Such a nice platform for learning.",2020-04-05T23:53:59Z,8,0
Buno Tube ቡኖ ትዩብ,I can't stop watching even some areas are out of my scope. Wonderful!,2020-04-05T13:02:37Z,8,0
Mohd Saquib,Awesome Content ! Keep It up!,2020-04-02T14:43:07Z,1,0
Rishav Chatterjee,Please provide us the datasets used.,2020-04-01T14:51:38Z,0,1
edureka!,Please share your email id with us (it will not be published). We will forward the dataset to your email address.,2020-06-15T18:32:03Z,0,
Pro. Nagendar,"Mam,plz share the link for datasets and coding",2020-04-01T10:56:17Z,0,1
edureka!,Please share your email id with us (it will not be published). We will forward the code and dataset to your email address.,2020-06-15T18:33:35Z,0,
HANA HUB,can you pls send me dataset for this demo,2020-03-28T17:12:51Z,0,1
edureka!,Please share your email id with us (it will not be published). We will forward the dataset to your email address.,2020-06-15T18:32:14Z,0,
vartika sharma,Thanks a lot,2020-03-27T08:57:45Z,1,0
Mohammed Abdallah,Thank you,2020-03-23T13:01:08Z,0,0
The Technology Era,Nice VDO!!,2020-03-22T09:45:28Z,0,0
Luciana Mourin,"Thank you for sharing, excellent video!",2020-03-21T23:32:44Z,0,0
Amrutha varshini S,Can u please provide the link which includes Python code for these algorithms and also data sets?,2020-03-18T10:11:31Z,0,1
edureka!,Please share your email id with us (it will not be published). We will forward the code and dataset to your email address.,2020-06-15T18:28:22Z,0,
Technology TV Nepal,Thank u madam for info,2020-03-10T10:10:25Z,0,0
Tomomi .H,"Thank you for the great lecture, Subscribed!",2020-03-10T03:33:47Z,4,0
Anand Mukherjee,"Thanks alot mam 😃
You got a new subscriber 
Can plz exlp  deep machine learning 😃",2020-03-10T03:21:49Z,1,0
CiSien x,best teacher ever,2020-03-05T13:19:18Z,0,0
BARGSTON,Your voice is like virtual assistant 😁😁😁,2020-03-03T13:40:38Z,7,0
blazeup90.blogspot,"edureka is the best, school suck",2020-03-02T20:31:57Z,2,0
semira dilum Rajapaksha,Thank you 👍👍👍,2020-03-02T17:50:55Z,0,0
Nethaji R,Thank you so much for your time,2020-02-26T10:34:24Z,0,0
Sumeet Rai Batheja,pls give us more videos,2020-02-20T06:24:04Z,0,0
Aswin. J,I get some idea,2020-02-16T06:04:29Z,1,1
Aswin. J,Super,2020-02-16T06:04:44Z,0,
Syrym Zhakypbekov,I like it! Super! Keep Going!,2020-02-15T20:05:07Z,0,0
Sami David,Amazing you are amazing may god bless you 🙏,2020-02-14T10:52:01Z,1,0
Jitendra Jangid,Niceeeeeeeeeeee,2020-02-08T16:48:35Z,0,0
pragya yadav,Wonderful tutorial ! Very well organized and explained.   Well done!,2020-02-07T09:43:03Z,2,0
Pranjal Gupta,How can i get weather forecast dataset,2020-02-07T07:49:33Z,1,1
edureka!,Please share your email id with us (it will not be published). We will forward the dataset to your email address.,2020-06-15T18:32:22Z,0,
Awais Arshad,"Hello , i was just wondering that how can i get datasets that you are using ?",2020-02-05T08:23:51Z,0,1
edureka!,Please share your email id with us (it will not be published). We will forward the dataset to your email address.,2020-06-15T18:32:31Z,0,
Kehinde Aregbesola,Thanks for this beautiful video on AI,2020-01-31T12:22:58Z,1,0
Aslan,great job edureka! and can I have the datasets u used in the tutorial? especially the deep learning and classification algorithm. thank you:),2020-01-26T11:38:22Z,2,1
edureka!,Thank you. Please share your email id with us (it will not be published). We will forward the dataset to your email address.,2020-06-15T18:32:57Z,1,
Pankaj Bisoye,I love it .,2020-01-26T00:32:20Z,0,0
Praveen Varma,Good learning experience,2020-01-21T05:09:28Z,0,0
Rohan Golwalkar,One of the best videos. And the trainer is so well articulative. Kudos,2020-01-18T09:02:32Z,2,0
Nisha Vasaikar,Thank you for this crystal clear explanation.   Highly appreciate your work.   Well done.,2020-01-16T16:46:36Z,2,0
zulfiqar ali,thankyou mam i have completed this course,2020-01-15T10:48:42Z,0,0
mamta narang,Very well explained!.Thank you so much!,2020-01-14T20:37:53Z,0,0
syed shahab,This channel is such a blessing. Thank you Edureka.,2020-01-13T05:24:27Z,16,0
samidha singh,Seemed to be a machine learning course more than ai....anyhow the content was great,2020-01-13T03:56:20Z,1,0
Nguyễn Cảnh,Thank you so much,2020-01-11T23:10:54Z,0,0
Governanz,Your course is the best.,2020-01-11T16:43:57Z,1,0
Tan Nguyen,thanks for the valuable lesson,2020-01-05T22:45:59Z,0,0
TOBA TEK SINGH,In Hindi video,2020-01-04T11:40:17Z,0,0
ganesh bhurewar,nice,2020-01-01T15:07:38Z,0,0
Death Metal,Great ! Absolutely fantastic & easy explanation,2020-01-01T14:02:20Z,1,0
Моhамад Халид Аль-Кавас,Thank u so much my teacher ❤️,2019-12-30T07:20:30Z,0,0
sumit patel,Tq maam,2019-12-27T19:12:35Z,0,0
Usha Nandhini,Subscribed,2019-12-26T04:56:43Z,0,0
kabir dash,Thank you edureka,2019-12-24T05:03:02Z,0,0
GIGAKITE,"Thanks you, Splendid",2019-12-23T12:53:44Z,0,0
Tech Brillian,Thank You mam,2019-12-21T20:06:02Z,1,0
Sathely Malathi,It's an excellent video clearly abt AI n ML..,2019-12-20T06:14:40Z,0,0
When Maths Meet Coding,Your voice is super cool..,2019-12-16T11:57:50Z,1,0
Amlan Roy,34:20,2019-12-15T10:24:21Z,0,0
Sek Huat Peh,Great video for beginner to have an overview of AI!,2019-12-05T03:03:27Z,50,0
Asit Sahoo,great content,2019-12-02T05:45:28Z,2,0
mayanka bansal,"Thanks, saved a lot of time",2019-12-01T12:02:09Z,1,0
Reddy D Satyanarayana,Simply superb,2019-11-28T17:01:30Z,0,0
ahmed amigo,"Thank you very much (from Tunisia)
Just PERFECT! ♥",2019-11-27T00:18:55Z,2,0
Qodrat Aidil Akbar,09:50,2019-11-23T01:59:45Z,1,0
KhaiTri LacHong,Great video ... very helpful to enhance my on AI and how AI plays in our daily life.,2019-11-17T19:03:30Z,1,0
milimo mashini,Good stuff i highly appreciate,2019-11-16T18:36:48Z,10,0
Suthirak Prom,This channel is awesome. Thanks for sharing. Subscribed.,2019-11-16T16:13:04Z,2,0
Babu Neelam,This is very informative. Is the code used in this course published like in github?,2019-11-12T05:03:44Z,1,1
edureka!,Thank you. Please share your email id with us (it will not be published). We will forward the code to your email address.,2020-06-15T18:29:13Z,0,
saritha prabhu,Awesome video ma'am,2019-11-10T14:59:04Z,0,0
Cyber-Physical Power System,Thank you so much edureka...,2019-11-07T03:42:05Z,3,0
Premm R Patel,It's so well explained - Excellent delivery of content and command on subject. Brilliant content and easily made understood even for first timer like me,2019-11-06T10:14:01Z,50,1
edureka!,Thank you for appreciating our efforts. Do subscribe to our channel and stay connected with us. Cheers :),2019-11-06T12:29:02Z,8,
Andrew S. Scott,Very interesting information. 🤔,2019-11-01T18:46:32Z,2,0
Riyaz Ahmed Pathan,"You are amazing
😍😍😍😍😍",2019-11-01T09:14:39Z,1,0
Abdullah Al Masud,But as python uses interpreter how can I protect my code from others,2019-10-27T09:35:40Z,0,1
edureka!,"You would have noticed that a .pyc file gets generated when you run a python script. This is the compiled byte code. Python scripts can be substituted by the byte code without affecting the execution. But if you look up the contents of .pyc file, it is quite difficult to make sense. The python documentation states that .pyc files are 'relatively hard' to reverse engineer.",2019-10-30T12:50:42Z,0,
SATISH KUMAR,This video is really very helpful.Thanks Alot.,2019-10-24T15:21:00Z,4,0
a s,the DL solution discussed are enough to create some AI about virus recognition ?,2019-10-24T09:45:59Z,1,1
edureka!,"Yes, it is. But you should know more about what Cyber Security is and how the virus is coded so that you can make an AI that searches for certain patterns and deletes the Virus. Hope that helps.",2019-12-13T10:17:14Z,1,
Nidhi Prakash,Thanks a lot! Couldn't find a better video with such well assembled content for AI.,2019-10-23T14:01:05Z,20,1
edureka!,Thank you for appreciating our efforts. Do subscribe to our channel and stay connected with us. Cheers :),2019-10-24T14:24:29Z,5,
Shashidhar T Halakatti,"This video is highly knowledgeable in this domain, those who want to learn they can make this video highly optimize to gain knowledge in Artificial Intelligence.",2019-10-23T06:49:19Z,0,1
edureka!,Thanks for the compliment Shashidhar! We are glad you loved the video. Do subscribe to the channel and hit the bell icon to never miss an update from us in the future. Cheers!,2019-10-23T13:17:06Z,0,
Brayo Odhis,Would love a link to the dataset used😇,2019-10-18T14:05:23Z,1,1
edureka!,Please mention your email id (it will not be published). We will forward the dataset to your email address.,2019-10-21T16:57:58Z,0,
RJ Paisa Kamao,Exceptional video..,2019-10-13T07:57:11Z,2,0
houssein bj,"First of all i want to thank you for this, just mazing and simple to understand. Is there a pdf version of this course ? Thank you",2019-10-07T18:22:02Z,0,1
edureka!,"No, there is no pdf document of the video, but you can refer to our AI blog series: https://www.edureka.co/blog/what-is-artificial-intelligence.",2019-12-26T12:33:10Z,2,
Rishi Kumar,"Lekha from edureka...
Thanks a lot sis",2019-09-29T06:48:41Z,2,0
Sulabh Shrivastava,The tutor is ourstanding. One of the best tutorial out their for beginners. She has done a commendable job,2019-09-28T13:19:36Z,62,0
Mo Meraj,Thank you  for the video but the my cocern  is here if the video is in  jupyter notebook is more helpfull for me. but again Thanks  alot for this video .,2019-09-21T19:08:10Z,2,0
Jihane BENdahan,Thanks a lot very interesting topic,2019-09-17T20:54:55Z,2,0
Narendra Rudra,Thank you,2019-09-17T20:53:18Z,2,0
MGR,*Python & R*,2019-09-17T16:39:26Z,0,0
SNR MEDIA,"Nice video
plz make another video for AI Practical application...",2019-09-16T17:54:00Z,1,1
edureka!,Thanks Shankar. You can also check out our Artificial Intelligence playlist: https://www.youtube.com/watch?v=4jmsHaJ7xEA&list=PL9ooVrP1hQOGHNaCT7_fwe9AabjZI1RjI,2019-09-17T06:21:45Z,0,
chander jeet,"@Zulaikha Lateef 
Take a bow 
Indeed great work",2019-09-11T07:56:08Z,0,1
edureka!,Thanks Chander! 😊,2019-09-11T11:25:46Z,0,
hellourthr,Superb explanation and motivating 🌺,2019-09-10T16:18:49Z,1,0
Joseph Paul's Fan,"Thank you very much 
More courses please",2019-09-10T05:33:18Z,0,0
manish pandey,"Thanks,  very good video. Could you also share dataset you have used??",2019-09-08T13:19:14Z,1,1
edureka!,Thanks Manish! Please mention your email id (it will not be published). We will forward the dataset to your email address.,2019-09-10T07:34:17Z,0,
pravin bhande,Superb !!  I couldn't think of someone explaining more easier than this version.. thanks a lot !!,2019-09-08T10:26:30Z,3,1
edureka!,Thanks Pravin! Don't forget to subscribe our channel https://www.youtube.com/user/edurekaIN?sub_confirmation=1,2019-09-10T10:54:17Z,0,
Collins Ikotun,Thank's a lot....Really helpful.,2019-09-08T10:06:49Z,2,0
Tech info,"Hello Mam, i m not related to software background.. i want to learn AI what are the sources we have... please let me know thank you",2019-09-08T06:37:03Z,1,1
edureka!,"Hi Sudheer, we do have various courses for AI like:

1. AI & Deep Learning with TensorFlow - http://bit.ly/2AlCEO7
2. Post Graduate Program in Artificial Intelligence and Machine Learning - http://bit.ly/2LFYAJ4

You can start from the basics by learning Programming Languages like R and Python so that it would be easier for you to understand AI and Data Science concepts.",2019-09-16T11:27:01Z,3,
Navratan Jagnade,Edureka is doing great work by providing such informative videos for free.,2019-09-07T18:01:02Z,2,1
edureka!,"Hi Navratan, thanks for being a part of our community! Cheers!",2019-09-08T06:45:32Z,0,
Navratan Jagnade,"Thanks a lot ma'am ❤
Really enjoyed the tutorial !",2019-09-07T17:57:45Z,59,0
Neeraj Chand,Well explained and clear voice,2019-09-03T04:30:57Z,3,0
SHAIL MODI,What is the difference between this video tutorials and the course whose link is mentioned??,2019-08-27T14:04:55Z,0,1
edureka!,"The full course video provides the basic knowledge and covers every topics you need to learn about. Whereas, the course provides in depth knowledge, you have instructors guiding you, online classes, tests and assignments.",2019-09-07T06:43:34Z,0,
Unai Lopez,"Where can i download the example datasets?
Thank you.",2019-08-26T09:48:56Z,0,1
edureka!,Please share your email id with us (it will not be published). We will forward the dataset to your email address.,2020-06-15T18:33:08Z,0,
Tushar Poojary,paused just to like the video. thank you for this :) Here is my comment!!,2019-08-26T09:30:42Z,13,0
Shamik Banerjee,"Thanks, ma'am. It was very very well made.",2019-08-26T02:01:22Z,0,0
Gaurav Kumar,"mam your voice is sooooo sweet.
i love your voice and your teaching style.",2019-08-24T13:56:41Z,1,0
Bandi SrujanAbhishek,"it's a nice video ,thank you so much for your very good explanation mam",2019-08-24T08:42:21Z,1,0
MUJEEB SYED,This course on AI  is  exceptionally  good  and the presenter is a great trainer,2019-08-23T16:46:10Z,9,0
Programming ORION,"Mam, Could you please provide the same Weather dataset on which you have worked in this tutorial.",2019-08-22T06:59:23Z,3,1
edureka!,Please share your email id.,2019-08-22T07:50:17Z,1,
Gouda P,"Thanks for sharing the knowledge free, can you please suggest me where to start and where to end.. I am new to Data Science, please attach the links
#greatjobedureka",2019-08-21T02:06:48Z,10,1
edureka!,"You are most welcome. Start by learning Python: https://www.youtube.com/watch?v=vaysJAMDaZw and then Data Science: https://www.youtube.com/watch?v=-ETQ97mXXF0
Don't forget to Subscribe to our channel.",2019-08-21T10:30:14Z,5,
Talha Zaheer,"If you want to have your first step move into the field of Artificial Intelligence, then this course is the best on Internet. Great job!!! Loved every minute of it. Keep producing such content for free.",2019-08-17T16:05:18Z,488,1
edureka!,Thanks a lot Talha. Kindly Subscribe to our channel.,2019-08-20T11:47:17Z,58,
Seti Gershberg,Very comprehensive introduction that was presented in a way that was clear and concise.,2019-08-16T01:11:31Z,31,1
edureka!,Thanks Seti.,2019-08-16T05:14:03Z,4,
Pavani T,@edureka Could you please share jupiter notebooks used in this session ?,2019-08-12T05:13:15Z,1,1
edureka!,Please share your email id.,2019-08-13T07:47:20Z,1,
Sukesh Chand,Excellent! The speaker is a good communicator. Thanks Edureka.,2019-08-11T18:30:38Z,7,1
edureka!,You are most welcome Sukesh.,2019-08-13T07:48:47Z,0,
vaibhav TIWARI,"Very Good Video, explained the basic idea of overall AI in a very short time. Thank you so much.",2019-08-05T18:26:25Z,38,0
Jasmer julani Jasmer,Thanku,2019-08-03T10:51:05Z,2,0
MOHAMMAD,"zulekha Mam, Really very good explaination with clear voice.",2019-08-02T12:07:09Z,5,0
JEEVAN K,Thanks for the video. Good explanation.,2019-07-31T12:55:59Z,6,0
Hariharan Shankar,Wow....what a speaker....she  Plays an important role in this video 👌,2019-07-27T02:50:13Z,1,0
Austin Rodriguez,Clear and great speaker. Thank you!!,2019-07-26T08:06:01Z,10,0
K-Alpha Tech,Thanks from Brazil!,2019-07-26T04:47:15Z,8,0
Naresh Ramini,"Such a insights, brilliant explanation mam....🙂 Halted listening to appreciate your efforts and explanation outcome! Great, thanks a ton!",2019-07-24T13:47:15Z,94,0
Audu Samson,may God bless you Edureka you have opened my eyes to many things,2019-07-21T19:36:04Z,10,0
lu×ury L!fe×tyle,I'm very thankful to you for this work.,2019-07-20T15:47:26Z,0,0
Aman k,Thanks mam1,2019-07-19T17:51:30Z,0,0
sarika royal,Excellent teaching,2019-07-19T14:40:06Z,0,0
M N Nadeem,"Awsome tutorial very well done  Zulekha. Your voice, way of teaching, pace and knowledge is too good. :)",2019-07-19T14:22:21Z,5,0
Saud Ansari,saud.ansari.14285@gmail.com    hey .. i am interested in your program.. but first i wanna know...in this video...was the full course covered or just the main topics,2019-07-16T10:11:46Z,0,1
edureka!,"Hi Saud, in this tutorial the main topics are covered. However, in the course there are many modules that cover all the AI concepts in depth along with industry level projects and assignments. You can check out the features of the course: http://bit.ly/2xvVmAQ",2019-07-16T14:53:17Z,1,
Shrinivas M B,The content is crisp and well made. Trainer is really good with a good voice. Thanks Edureka!,2019-07-16T10:07:52Z,42,0
Mahi MSD,"Who is the Trainer...
U HV done an exceptional job..
Well done ..excellent...
God bless you .....",2019-07-16T03:56:32Z,47,0
Tippanagiri Radhika,Very helpful,2019-07-15T16:30:40Z,2,0
Hamid Mamraiz,Very good tutorial. Thanks for valuable information and Great job :),2019-07-15T15:13:36Z,18,0
Arbaz Qureshi,thanks edureka ...,2019-07-13T04:56:55Z,6,0
Ramesh Kumar,Thanks a lot. Your way of presentation is awesome. Crisp clear.,2019-07-12T18:03:42Z,0,0
Dong Li,Thanks for the video. Very detailed and informative!,2019-07-12T14:14:12Z,1,0
corde jayjay,Wow,2019-07-09T01:20:17Z,2,0
Manjot Singh,Thanks for sharing. Looking forward to more videos. Very helpful and informative.,2019-07-09T00:51:57Z,19,0
Priya Kumari,Mam it is useful for nta ugc net,2019-07-08T17:07:41Z,7,0
Surajit Dutta,Thanks for this great video tutorial! Please let me know the Python IDE that you used in the demos.,2019-07-07T07:48:39Z,4,1
edureka!,Pycharm is the ide used in the demo. To know more about pycharm refer to this tutorial -  http://bit.ly/2SwIFj5,2019-07-09T05:37:36Z,0,
Sarfaraz shaikh,"Zulaikha, Much Appreciated your efforts to explain AI and Machine Learning concepts in such a well understandable manner. It was really interesting session with you. Thank you for your time and knowledge share.
One thing i would request you if you can provide best tutorial for learning Python. i am pretty new to Python and would like to learn.",2019-07-06T21:55:19Z,6,2
Sarfaraz shaikh,@edureka! thank you so much,2019-09-04T18:28:35Z,0,
edureka!,"Hi Sarfaraz, thank you for appreciating our efforts. We strive to provide quality tutorials so that people can learn easily. Here's a link to our Python playlist: http://bit.ly/2JiK2yN. Hope this is helpful!",2019-07-07T16:11:45Z,2,
vijay kumar,Great learning experience....,2019-07-05T15:53:33Z,22,0
Davison Matsvimbo,Thank u e!,2019-07-05T11:09:40Z,4,0
reuban chrisben,"how i look into the coding
can u share the github link",2019-07-05T04:35:49Z,2,1
edureka!,"Hi Reuban, thanks for watching the video. please share your email id with us (it will not be published). We will forward the code to your email address.",2019-07-07T11:21:16Z,0,
Neville Creativity Mentor,Well assembled content.,2019-07-03T11:25:23Z,2,0
Srikrithi Bharadwaj,"Thank You so much for this wonderful session. This was most effective, informative and most helpful resources. 🙏",2019-06-29T12:07:10Z,1,1
edureka!,"Hey Srikrithi, thanks for appreciating our efforts. We are glad you loved the video. Do subscribe to the channel and hit the bell icon to never miss an update from us in the future. Cheers!",2019-07-07T11:21:59Z,0,
Akshay Dahatonde,nice explaination...thanks maam,2019-06-28T15:28:25Z,10,0
Mohan Jagannathan,Basic requirement for AI,2019-06-27T15:20:10Z,3,1
edureka!,"Hi Mohan, You can go through this blog: http://bit.ly/2Jh1Ryq",2019-07-07T16:16:55Z,0,
Vikash Verma,Nice explanation..Great Job Edureka...,2019-06-27T06:31:23Z,2,1
edureka!,"Thanks for the appreciation, Vikash! Don't forget to subscribe to our channel.",2019-07-07T16:13:01Z,1,
curious420,Suggestion: Please split this video into shorter clips ( < 60 mins.) each of which can be finished in a single sitting. Thanks.,2019-06-26T08:26:49Z,1,0
Aduk Aleer Jook,She is very expert with good a niece voice with excellence explanation..thank you,2019-06-23T17:25:38Z,6,1
edureka!,Thank you for appreciating our efforts. Do subscribe to our channel and stay connected with us. Cheers!,2019-06-25T04:38:41Z,3,
K1-18-392 Satti Sai Venkata Krishna Reddy,I need robotics lecture for body parts and from forehead to foot of the robot please suggest this,2019-06-23T16:53:42Z,0,1
edureka!,"Hi Krishna, your request shall be processed. Kindly drop in your email ID so we can get in touch with you.",2019-07-07T16:02:47Z,0,
divyang shah,"Why are the algorithms like linear regression use the word regression,  regression meaning reducing or going down right?",2019-06-22T16:27:20Z,5,1
edureka!,"Hi Divyang, Regression also has a statistical meaning: 'a measure of the relation between the mean value of one variable (e.g. output) and corresponding values of other variables (input)'.",2019-06-27T04:21:38Z,4,
Neeraj Sharma,Very well explained . Great Job.,2019-06-22T06:06:40Z,5,0
Márcio,Tks from Brazil,2019-06-22T05:15:27Z,7,0
Vijayaveeran Rajandren,"time-57.32 reinforcement Learning's approach? Question= it is? ""trial and error method"" OR ""trail and error method""? Bcos voice-over pronounced the word as '""trial"" and text written as ""trail"" ???",2019-06-21T21:59:28Z,2,1
edureka!,It is Trial and error method.,2019-06-27T04:20:02Z,0,
Sujann Tamang,"love the content , just cleared all my basics..",2019-06-21T08:11:52Z,5,1
edureka!,"Thanks for the compliment, Sujann! We are glad that our video was of great help to you. Cheers!",2019-07-01T12:56:13Z,0,
Jalala v.k,thank you,2019-06-21T06:59:07Z,3,0
Suprit Reddy,Very informative!,2019-06-20T18:04:32Z,9,0
dr dr,thank you very much,2019-06-19T05:39:27Z,1,0
Tarun Kumar,"Thanks for the video.Can you provide dataset,it will be helpful, at
tarunkmr282@gmail.com",2019-06-17T17:36:27Z,1,1
edureka!,"Hi Tarun, you are welcome. :) We have forwarded the dataset. Please check your mail.",2019-07-01T12:55:00Z,1,
Nagender Reddy,"Actually I am from MBA background, to learn AI is there any prerequisite course to learn or directly can I learn AI",2019-06-17T10:44:13Z,3,1
edureka!,"Hi Nagender, to learn more you can get enrolled in this course: http://bit.ly/2XxznV1",2019-07-07T16:02:19Z,1,
PAPA CHOUDHARY,Thanks!,2019-06-17T09:18:58Z,3,0
Mahesh Sethi,"Edureka Requesting you to please upload some more videos on algorithms just for supervised, unsupervised and reinforcement learning.",2019-06-14T13:39:59Z,1,1
edureka!,"Hi Mahesh, we will process your request as soon as possible. Do subscribe to our channel and stay connected with us. Cheers :)",2019-07-01T12:53:57Z,0,
Rupesh Mehta,Use subtitles,2019-06-14T13:23:18Z,0,1
edureka!,We will definitely look into your suggestions. Do subscribe to our channel and stay connected with us. Cheers!,2019-07-07T11:25:10Z,1,
Ashish Rahul,"What is the purpose of non-linear SVMs? It's not helping us build a fence between the wolves and the rabbits 😅. Also, if you've converted the 2D data into 3D, shouldn't we be drawing a plane and not just a line?",2019-06-13T17:47:33Z,3,1
edureka!,"Non-linear SVMs are used to separate data that cannot be separated by drawing a single decision boundary. Basically non-linear data can be seperated using Non-linear kernels. They are used to solve multi-class classification problems. And yes, 3D data is drawn using 3D space. The representations in this tutorial are just to make you understand the concept.",2019-07-07T16:00:13Z,0,
Ashish Rahul,"Really helpful tutorial!! @2:03:18, the video says the final output depends on the number of votes each output is getting. What if both outputs get an equal number of votes? Is it even possible to get even number of votes?",2019-06-13T17:18:51Z,6,2
Ashish Rahul,"@edureka! Thank you for the quick and well-explained response 😁
Please continue posting such insightful videos. Rock on!",2019-07-07T20:38:38Z,2,
edureka!,"Thank you! Usually this does not happen, even if it does then you just add another test case or sample observation and then decide the output based on the result you get.",2019-07-07T16:03:13Z,3,
